DOY,Temperature,PARi,PP,PET,eta,lai,gcut_height,grazing_animal_count,grazing_avg_animal_weight
102,5.0865,6.77229225,0.051,2.029386822,1.014693411,7.21874197825,0,0,0
103,3.731895833,6.08537025,0.017,1.902849442,0.951424721,7.1006551345,0,0,0
104,4.810065217,9.137347826,0,3.167215555,1.5836077775,7.3654838845,0,0,0
105,4.380604167,7.78717275,0,2.78707278,1.39353639,7.2689473125,0,0,0
106,4.342208333,7.76675775,0,2.725948159,1.3629740795,7.55571046875,0,0,0
107,6.471791667,5.22097275,0,2.024741051,1.0123705255,7.807549875,0,0,0
108,7.795979167,6.6078225,0,2.391056654,1.195528327,8.131422,0,0,0
109,8.343625,8.37219975,0,3.037765247,1.5188826235,8.004738,0,0,0
110,9.079770833,5.8275975,0,2.444019429,1.2220097145,8.19023803125,0,0,0
111,10.87235417,8.20400025,0,3.143475543,1.5717377715,7.7442005625,0,0,0
112,11.8569375,8.36505525,0.051,3.453141038,1.726570519,7.62233175,0,0,0
113,12.49495833,10.081278,0,4.380730922,2.190365461,7.3192464375,0,0,0
114,14.61570833,9.781473,0,4.554413657,2.2772068285,6.584361375,0,0,0
115,14.75575,7.81194975,0,3.921134667,1.9605673335,6.40573659375,0,0,0
116,13.59,5.5943505,0,2.669704943,1.3348524715,6.75881446875,0,0,0
117,13.6519375,9.8562,0,4.056078276,2.028039138,6.5123585625,0,0,0
118,11.86583333,2.25929775,8.398,0.867871906,0.433935953,6.37840884375,0,0,0
119,11.05189583,7.22904975,0,2.5883118,1.2941559,6.6094340625,0,0,0
120,10.38727083,5.94037275,3.876,2.107135228,1.053567614,6.64174340625,0,0,0
121,8.544166667,4.2021975,4.046,1.336410108,0.668205054,7.07896209375,0,0,0
122,7.156,8.35247475,0.17,2.673898457,1.3369492285,7.40475553125,0,0,0
123,9.344541667,10.63657275,0.034,4.121404519,2.0607022595,7.28975559375,0,0,0
124,11.366875,3.62270325,3.502,2.121460198,1.060730099,6.62530528125,0,0,0
125,9.843416667,8.78460225,5.185,3.078307452,1.539153726,6.9669898125,0,0,0
126,10.457,4.1074995,11.084,1.600649759,0.8003248795,6.8595339375,0,0,0
127,11.35,7.4875245,0.493,2.776398334,1.388199167,7.186087125,0,0,0
128,16.783125,9.43812225,0,4.223632717,2.1118163585,6.70778465625,0,0,0
129,20.69270833,6.808545,0,4.576810469,2.2884052345,6.36298190625,0,0,0
130,13.53916667,7.43247525,9.01,2.805009932,1.402504966,6.55646690625,0,0,0
131,9.831083333,5.32097025,3.961,1.669252922,0.834626461,6.37510725,0,0,0
132,10.589875,6.3561795,1.717,2.247591402,1.123795701,6.66206728125,0,0,0
133,10.76575,7.92495525,7.344,2.57777462,1.28888731,7.03585696875,0,0,0
134,10.6189375,6.719925,0.646,2.355300102,1.177650051,6.598375125,0,0,0
135,11.20375,3.66110475,3.485,1.42154976,0.71077488,6.4736878125,0,0,0
136,12.45958333,6.67970025,10.302,2.767875093,1.3839375465,7.0518406875,0,0,0
137,11.67020833,8.356425,7.327,2.941118784,1.470559392,7.0432194375,0,0,0
138,10.18395833,5.981598,3.638,1.914703634,0.957351817,7.11579721875,0,0,0
139,10.85133333,7.6166505,2.788,2.656151891,1.3280759455,7.04955721875,0,0,0
140,12.357,9.346497,0,3.56527555,1.782637775,7.27112025,0,0,0
141,12.62041667,4.4251005,3.842,1.92708266,0.96354133,7.5309765,0,0,0
142,10.06414583,5.7224265,3.774,1.984572332,0.992286166,8.41927678125,0,0,0
143,11.646375,8.28632775,0.306,2.994491858,1.497245929,9.126876,0,0,0
144,11.82729167,6.61073025,1.292,2.833786162,1.416893081,9.59957625,0,0,0
145,11.75595833,8.93704725,0.34,3.475125245,1.7375626225,10.213981875,0,0,0
146,12.46604167,5.451678,0,2.487734719,1.2438673595,9.9226753125,0,0,0
147,14.46041667,9.38915475,0,3.609001324,1.804500662,10.4375908125,0,0,0
148,15.4499375,11.425347,0.017,4.708293586,2.354146793,9.96340303125,0,0,0
149,17.64229167,11.53150275,0,4.915074316,2.457537158,9.15377521875,0,0,0
150,16.1718125,11.38322025,0,4.749016848,2.374508424,8.24993775,0.05,0,0
151,16.69389583,12.06792975,0,5.105005709,2.5525028545,7.69476675,0,0,0
152,20.085625,11.52597525,0,5.435899306,2.717949653,7.47915684375,0,0,0
153,19.88729167,6.60659475,0,2.916461549,1.4582307745,7.4247943125,0,0,0
154,21.37270833,9.571002,0,4.331887394,2.165943697,8.04585121875,0,0,0
